 "x" , "p" , "o" ,
 葛达茨 , "http://kg.course/talkop-vivre-card/8年前" , "和艾尼路他们一起袭击Skypea" ,
 雅玛 , "http://kg.course/talkop-vivre-card/2年前" , 在“神域岛”与香狄亚人参与了生存淘汰赛 ,
 雅玛 , "http://kg.course/talkop-vivre-card/2年前" , 被罗宾打败后淘汰 ,
 雅玛 , "http://kg.course/talkop-vivre-card/？年前" , "出生于Skypea，成为了神兵长" ,
 艾尼路 , "http://kg.course/talkop-vivre-card/2年前" , 发现了古代都市“毕尔卡”的壁画 ,
 艾尼路 , "http://kg.course/talkop-vivre-card/2年前" , 在“无限的大地”上建立起了艾尼路军团 ,
 艾尼路 , "http://kg.course/talkop-vivre-card/2年前" , 奔向“无限的大地” ,
 艾尼路 , "http://kg.course/talkop-vivre-card/2年前" , "妄图毁灭Skypea，但以失败告终" ,
 艾尼路 , "http://kg.course/talkop-vivre-card/2年前" , 败给路飞 ,
 艾尼路 , "http://kg.course/talkop-vivre-card/8年前" , 开始打造方舟箴言 ,
 艾尼路 , "http://kg.course/talkop-vivre-card/8年前" , 毁灭故乡•毕尔卡 ,
 艾尼路 , "http://kg.course/talkop-vivre-card/8年前" , "袭击Skypea篡夺神位" ,
 霍托力 , "http://kg.course/talkop-vivre-card/2年前" , 克托力败给甘•福尔，霍托力败给娜美 ,
 霍托力 , "http://kg.course/talkop-vivre-card/2年前" , 受到“流云之刑” ,
 霍托力 , "http://kg.course/talkop-vivre-card/2年前" , 哥哥•莎德利败给“草帽一伙” ,
 霍托力 , "http://kg.course/talkop-vivre-card/2年前" , 袭击黄金•梅丽号 ,
 霍托力 , "http://kg.course/talkop-vivre-card/？年前" , 成为艾尼路的部下 ,
 霍托力 , "http://kg.course/talkop-vivre-card/8年前" , "和艾尼路他们一起袭击Skypea" ,
 克托力 , "http://kg.course/talkop-vivre-card/2年前" , 克托力败给甘•福尔，霍托力败给娜美 ,
 克托力 , "http://kg.course/talkop-vivre-card/2年前" , 受到“流云之刑” ,
 克托力 , "http://kg.course/talkop-vivre-card/2年前" , 哥哥•莎德利败给“草帽一伙” ,
 克托力 , "http://kg.course/talkop-vivre-card/2年前" , 袭击黄金•梅丽号 ,
 克托力 , "http://kg.course/talkop-vivre-card/？年前" , 成为艾尼路的部下 ,
 克托力 , "http://kg.course/talkop-vivre-card/8年前" , "和艾尼路他们一起袭击Skypea" ,
 酋长 , "http://kg.course/talkop-vivre-card/2年前" , 与甘•福尔一起制定南瓜特产计划 ,
 酋长 , "http://kg.course/talkop-vivre-card/2年前" , 甘•福尔复归斯盖皮亚的「神」之位 ,
 酋长 , "http://kg.course/talkop-vivre-card/2年前" , 路飞敲响黄金钟、击退艾尼路 ,
 酋长 , "http://kg.course/talkop-vivre-card/？年前" , 向韦帕等人述说罗兰度和卡尔加拉的传承 ,
 酋长 , "http://kg.course/talkop-vivre-card/？年前" , 成为香狄亚的酋长 ,
 酋长 , "http://kg.course/talkop-vivre-card/8年前" , 艾尼路征服斯盖皮亚 ,
 卡尔加拉 , "http://kg.course/talkop-vivre-card/？年前" , 与妻子生下穆丝 ,
 卡尔加拉 , "http://kg.course/talkop-vivre-card/？年前" , 出生在加雅 ,
 卡尔加拉 , "http://kg.course/talkop-vivre-card/？年前" , 成为香狄亚的战士 ,
 卡尔加拉 , "http://kg.course/talkop-vivre-card/？年前" , 飞上空岛，与神的军团作战 ,
 卡尔加拉 , "http://kg.course/talkop-vivre-card/400年前" , "与蒙布朗•罗兰度离别(*「400年前」是约数)" ,
 卡尔加拉 , "http://kg.course/talkop-vivre-card/400年前" , "杀死卡西神(*「400年前」是约数)" ,
 卡尔加拉 , "http://kg.course/talkop-vivre-card/400年前" , "遇见蒙布朗•罗兰度(*「400年前」是约数)" ,
 蒙布朗·诺兰度 , "http://kg.course/talkop-vivre-card/400年前" , 漂流到加亚岛，将岛屿从“树热”中拯救出来(*“四百年前”为估算) ,
 蒙布朗·诺兰度 , "http://kg.course/talkop-vivre-card/400年前" , 第三次出海前往“伟大航路”(*“四百年前”为估算) ,
 蒙布朗·诺兰度 , "http://kg.course/talkop-vivre-card/400年前" , 返回卢布尼尔王国，将“黄金乡”报告给国王(*“四百年前”为估算) ,
 蒙布朗·诺兰度 , "http://kg.course/talkop-vivre-card/400年前" , 造访格林比特，拯救咚塔塔一族(*“四百年前”为估算) ,
 蒙布朗·诺兰度 , "http://kg.course/talkop-vivre-card/394年前" , 因欺君之罪被处死 ,
 蒙布朗·诺兰度 , "http://kg.course/talkop-vivre-card/395年前" , 带领卢布尼尔国王再度拜访加亚岛 ,
 蒙布朗·诺兰度 , "http://kg.course/talkop-vivre-card/396年前" , 加亚岛的一半被“冲天海流”冲到空中 ,
 东吉特 , "http://kg.course/talkop-vivre-card/0年前" , 和孙子一起在村庄生活 ,
 东吉特 , "http://kg.course/talkop-vivre-card/12年前" , 踩上高跷以后没法下来 ,
 东吉特 , "http://kg.course/talkop-vivre-card/2年前" , 因为路飞的攻击而从高跷上下来 ,
 东吉特 , "http://kg.course/talkop-vivre-card/2年前" , 通过青雉冻结的海面转移离开 ,
 东吉特 , "http://kg.course/talkop-vivre-card/2年前" , 雪莉被福克西枪击 ,
 福克西 , "http://kg.course/talkop-vivre-card/2年前" , 与路飞对战，败北 ,
 福克西 , "http://kg.course/talkop-vivre-card/2年前" , "创下对战920次无败绩的纪录" ,
 福克西 , "http://kg.course/talkop-vivre-card/10年前" , "开始Davy Back Fight" ,
 福克西 , "http://kg.course/talkop-vivre-card/10年前" , 得知戴维•琼斯的传说 ,
 福克西 , "http://kg.course/talkop-vivre-card/10年前" , 成立海贼团 ,
 福克西 , "http://kg.course/talkop-vivre-card/15年前" , 因为被发现了携带凶器而失去拳击手执照 ,
 福克西 , "http://kg.course/talkop-vivre-card/13年前" , 成为迟缓果实能力者 ,
 库赞 , "http://kg.course/talkop-vivre-card/0年前" , 在庞克哈萨德营救了斯摩格 ,
 库赞 , "http://kg.course/talkop-vivre-card/2年前" , 参战顶上战争 ,
 库赞 , "http://kg.course/talkop-vivre-card/2年前" , 与妮可·罗宾再会 ,
 库赞 , "http://kg.course/talkop-vivre-card/2年前" , 赌上元帅之位与萨卡斯基决斗，战败 ,
 库赞 , "http://kg.course/talkop-vivre-card/？年前" , 升任海军本部大将 ,
 库赞 , "http://kg.course/talkop-vivre-card/22年前" , 见证奥哈拉的毁灭、让妮可·罗宾逃跑 ,
 库赞 , "http://kg.course/talkop-vivre-card/30年前" , 加入海军 ,
 齐蒙尼 , "http://kg.course/talkop-vivre-card/0年前" , 担任周日限定的西夫特车站站长工作 ,
 齐蒙尼 , "http://kg.course/talkop-vivre-card/2年前" , 和“草帽一伙”一同去往司法岛 ,
 齐蒙尼 , "http://kg.course/talkop-vivre-card/2年前" , 和“草帽一伙”一同逃离司法岛 ,
 齐蒙尼 , "http://kg.course/talkop-vivre-card/2年前" , 见证了前进梅利号的最后时刻 ,
 齐蒙尼 , "http://kg.course/talkop-vivre-card/2年前" , 遇到“草帽一伙” ,
 齐蒙尼 , "http://kg.course/talkop-vivre-card/10年前" , 可可罗的儿子和人类母亲生下齐蒙尼 ,
 可可罗 , "http://kg.course/talkop-vivre-card/2年前" , 遇见“草帽一伙” ,
 可可罗 , "http://kg.course/talkop-vivre-card/？年前" , 协助汤姆建造罗杰海贼团的船 ,
 可可罗 , "http://kg.course/talkop-vivre-card/？年前" , "和Water Seven的人类结婚、生下儿子" ,
 可可罗 , "http://kg.course/talkop-vivre-card/？年前" , "因为仰慕汤姆而从鱼人岛来到Water Seven" ,
 可可罗 , "http://kg.course/talkop-vivre-card/？年前" , 担任汤姆工作室的美人秘书一职 ,
 可可罗 , "http://kg.course/talkop-vivre-card/10年前" , 儿子与人类结婚、生下齐蒙尼 ,
 可可罗 , "http://kg.course/talkop-vivre-card/14年前" , 见证海列车的完成 ,
 赞拜 , "http://kg.course/talkop-vivre-card/0年前" , 在卡雷拉公司做御用组合的工作 ,
 赞拜 , "http://kg.course/talkop-vivre-card/2年前" , 为弗兰奇的出航送行 ,
 赞拜 , "http://kg.course/talkop-vivre-card/2年前" , "从乌索普处抢走2亿贝里" ,
 赞拜 , "http://kg.course/talkop-vivre-card/？年前" , 遇见弗兰奇 ,
 赞拜 , "http://kg.course/talkop-vivre-card/6年前" , 成为弗兰奇一家的一员 ,
 赞拜 , "http://kg.course/talkop-vivre-card/14年前" , 看到海列车的完成，憧憬船匠工作 ,
 卡库 , "http://kg.course/talkop-vivre-card/0年前" , "作为「CP0」在世界会议护卫天龙人" ,
 卡库 , "http://kg.course/talkop-vivre-card/2年前" , 败于索隆 ,
 卡库 , "http://kg.course/talkop-vivre-card/2年前" , 吃下长颈鹿形态的牛牛果实 ,
 卡库 , "http://kg.course/talkop-vivre-card/2年前" , 回到冠昊岛 ,
 卡库 , "http://kg.course/talkop-vivre-card/2年前" , 被世界政府追捕，逃往圣波布拉 ,
 卡库 , "http://kg.course/talkop-vivre-card/？年前" , 在冠昊岛修行，掌握六式 ,
 卡库 , "http://kg.course/talkop-vivre-card/？年前" , "成为CP9的谍报成员" ,
 卡库 , "http://kg.course/talkop-vivre-card/7年前" , 为了执行任务而潜入卡雷拉公司 ,
 冰山 , "http://kg.course/talkop-vivre-card/2年前" , 和弗兰奇等人一同建造桑尼号 ,
 冰山 , "http://kg.course/talkop-vivre-card/2年前" , 对前进梅利号做应急处置 ,
 冰山 , "http://kg.course/talkop-vivre-card/2年前" , 维修海列车火箭人 ,
 冰山 , "http://kg.course/talkop-vivre-card/2年前" , "被CP9袭击" ,
 冰山 , "http://kg.course/talkop-vivre-card/？年前" , 成为汤姆的弟子 ,
 冰山 , "http://kg.course/talkop-vivre-card/10年前" , 继承冥王的设计图 ,
 冰山 , "http://kg.course/talkop-vivre-card/7年前" , 建立卡雷拉公司 ,
 冰山 , "http://kg.course/talkop-vivre-card/6年前" , "被推选为Water Seven的市长" ,
 卡莉法 , "http://kg.course/talkop-vivre-card/2年前" , 被世界政府追捕，逃往圣波布拉 ,
 卡莉法 , "http://kg.course/talkop-vivre-card/2年前" , 为了夺取冥王的设计图而袭击冰山 ,
 卡莉法 , "http://kg.course/talkop-vivre-card/2年前" , 将弗兰奇和罗宾押送至司法岛 ,
 卡莉法 , "http://kg.course/talkop-vivre-card/2年前" , 成为“泡泡果实”的能力者 ,
 卡莉法 , "http://kg.course/talkop-vivre-card/2年前" , 虽然打倒了山治，但是被娜美击败 ,
 卡莉法 , "http://kg.course/talkop-vivre-card/？年前" , "成为CP9的谍报成员" ,
 卡莉法 , "http://kg.course/talkop-vivre-card/7年前" , 潜入卡雷拉公司、成为冰山的秘书 ,
 巴里 , "http://kg.course/talkop-vivre-card/2年前" , 与“草帽一伙”共同袭击司法岛 ,
 巴里 , "http://kg.course/talkop-vivre-card/2年前" , 协助建造千阳号 ,
 巴里 , "http://kg.course/talkop-vivre-card/2年前" , 就任卡雷拉公司的副社长 ,
 巴里 , "http://kg.course/talkop-vivre-card/？年前" , 就任卡雷拉公司一号船坞的“索具、船帆”职长 ,
 巴里 , "http://kg.course/talkop-vivre-card/？年前" , 进入卡雷拉公司工作 ,
 巴里 , "http://kg.course/talkop-vivre-card/26年前" , "出生在Water Seven" ,
 巴里 , "http://kg.course/talkop-vivre-card/14年前" , "见证Puffing Tom的完成" ,
 罗布·路奇 , "http://kg.course/talkop-vivre-card/0年前" , 在“世界会议”护卫天龙人 ,
 罗布·路奇 , "http://kg.course/talkop-vivre-card/0年前" , 追踪黑市名单，潜入德雷斯罗萨 ,
 罗布·路奇 , "http://kg.course/talkop-vivre-card/2年前" , 为了夺取冥王的设计图而袭击冰山 ,
 罗布·路奇 , "http://kg.course/talkop-vivre-card/2年前" , 将弗兰奇和罗宾押送至司法岛 ,
 罗布·路奇 , "http://kg.course/talkop-vivre-card/2年前" , 在故乡的村子击退追击的海军 ,
 罗布·路奇 , "http://kg.course/talkop-vivre-card/2年前" , "被「CP9」的伙伴们救下，身体恢复" ,
 罗布·路奇 , "http://kg.course/talkop-vivre-card/2年前" , 被安上任务失败的责任，遭到海军追捕 ,
 罗布·路奇 , "http://kg.course/talkop-vivre-card/2年前" , 败于路飞 ,
 罗布·路奇 , "http://kg.course/talkop-vivre-card/？年前" , 在冠昊岛修行，掌握六式 ,
 罗布·路奇 , "http://kg.course/talkop-vivre-card/？年前" , "成为CP9的谍报成员" ,
 罗布·路奇 , "http://kg.course/talkop-vivre-card/？年前" , "升职为「CP0」" ,
 罗布·路奇 , "http://kg.course/talkop-vivre-card/？年前" , "成为1号船坞的工头" ,
 罗布·路奇 , "http://kg.course/talkop-vivre-card/7年前" , 为了任务而潜入卡雷拉公司 ,
 罗布·路奇 , "http://kg.course/talkop-vivre-card/17年前" , "屠杀了500名被海贼抓为人质的王国士兵" ,
 罗布•路奇 , "http://kg.course/talkop-vivre-card/0年前" , 在“世界会议”护卫天龙人 ,
 罗布•路奇 , "http://kg.course/talkop-vivre-card/0年前" , 追踪黑市名单，潜入德雷斯罗萨 ,
 罗布•路奇 , "http://kg.course/talkop-vivre-card/2年前" , 为了夺取冥王的设计图而袭击冰山 ,
 罗布•路奇 , "http://kg.course/talkop-vivre-card/2年前" , 将弗兰奇和罗宾押送至司法岛 ,
 罗布•路奇 , "http://kg.course/talkop-vivre-card/2年前" , 在故乡的村子击退追击的海军 ,
 罗布•路奇 , "http://kg.course/talkop-vivre-card/2年前" , "被「CP9」的伙伴们救下，身体恢复" ,
 罗布•路奇 , "http://kg.course/talkop-vivre-card/2年前" , 被安上任务失败的责任，遭到海军追捕 ,
 罗布•路奇 , "http://kg.course/talkop-vivre-card/2年前" , 败于路飞 ,
 罗布•路奇 , "http://kg.course/talkop-vivre-card/？年前" , 在冠昊岛修行，掌握六式 ,
 罗布•路奇 , "http://kg.course/talkop-vivre-card/？年前" , "成为CP9的谍报成员" ,
 罗布•路奇 , "http://kg.course/talkop-vivre-card/？年前" , "升职为「CP0」" ,
 罗布•路奇 , "http://kg.course/talkop-vivre-card/？年前" , "成为1号船坞的工头" ,
 罗布•路奇 , "http://kg.course/talkop-vivre-card/7年前" , 为了任务而潜入卡雷拉公司 ,
 罗布•路奇 , "http://kg.course/talkop-vivre-card/17年前" , "屠杀了500名被海贼抓为人质的王国士兵" ,
 毕普利·露露 , "http://kg.course/talkop-vivre-card/0年前" , "与巴利等人一起完成了2号海上列车的建造" ,
 毕普利·露露 , "http://kg.course/talkop-vivre-card/2年前" , 与“草帽一伙”及弗兰奇一起进攻司法岛 ,
 毕普利·露露 , "http://kg.course/talkop-vivre-card/2年前" , 与狙击冰山的袭击犯战斗 ,
 毕普利·露露 , "http://kg.course/talkop-vivre-card/2年前" , 参与桑尼号的建造 ,
 毕普利·露露 , "http://kg.course/talkop-vivre-card/？年前" , "成为1号船坞领班" ,
 毕普利·露露 , "http://kg.course/talkop-vivre-card/？年前" , 进入卡雷拉公司 ,
 基维 , "http://kg.course/talkop-vivre-card/0年前" , "打理W7的酒馆" ,
 基维 , "http://kg.course/talkop-vivre-card/2年前" , 与“草帽一伙”突击司法岛 ,
 基维 , "http://kg.course/talkop-vivre-card/2年前" , 送别弗兰奇 ,
 基维 , "http://kg.course/talkop-vivre-card/？年前" , "立志加入GC但是未被录取" ,
 基维 , "http://kg.course/talkop-vivre-card/6年前" , 被动加入弗兰奇一家 ,
 基维 , "http://kg.course/talkop-vivre-card/14年前" , 乘坐开通了的海上列车 ,
 摩兹 , "http://kg.course/talkop-vivre-card/0年前" , "打理W7的酒馆" ,
 摩兹 , "http://kg.course/talkop-vivre-card/2年前" , 与“草帽一伙”突击司法岛 ,
 摩兹 , "http://kg.course/talkop-vivre-card/2年前" , 送别弗兰奇 ,
 摩兹 , "http://kg.course/talkop-vivre-card/？年前" , "立志加入GC但是未被录取" ,
 摩兹 , "http://kg.course/talkop-vivre-card/6年前" , 被动加入弗兰奇一家 ,
 摩兹 , "http://kg.course/talkop-vivre-card/14年前" , 乘坐开通了的海上列车 ,
 泰尔斯通 , "http://kg.course/talkop-vivre-card/0年前" , "与巴利等人一起完成了2号海上列车的建造" ,
 泰尔斯通 , "http://kg.course/talkop-vivre-card/0年前" , "与巴利等人一起完成了2号海上列车的建造→与巴利等人一起完成了2号海上列车Puffing Ice的建造" ,
 泰尔斯通 , "http://kg.course/talkop-vivre-card/2年前" , 参与桑尼号的建造 ,
 泰尔斯通 , "http://kg.course/talkop-vivre-card/2年前" , 与“草帽一伙”一起进攻司法岛 ,
 泰尔斯通 , "http://kg.course/talkop-vivre-card/？年前" , 进入卡雷拉公司 ,
 泰尔斯通 , "http://kg.course/talkop-vivre-card/？年前" , "成为1号船坞负责细木器、缝帆的领班" ,
 布鲁诺 , "http://kg.course/talkop-vivre-card/2年前" , 被世界政府追捕，逃往圣波布拉 ,
 布鲁诺 , "http://kg.course/talkop-vivre-card/2年前" , 将弗兰奇和罗宾押送至司法岛 ,
 布鲁诺 , "http://kg.course/talkop-vivre-card/2年前" , 败于路飞 ,
 布鲁诺 , "http://kg.course/talkop-vivre-card/2年前" , 救出路奇 ,
 布鲁诺 , "http://kg.course/talkop-vivre-card/？年前" , "成为CP9的谍报成员" ,
 布鲁诺 , "http://kg.course/talkop-vivre-card/7年前" , "因任务而成为Water 7的酒吧店主" ,
 汤姆 , "http://kg.course/talkop-vivre-card/？年前" , 将冰山收为弟子 ,
 汤姆 , "http://kg.course/talkop-vivre-card/？年前" , 建造了奥尔•杰克逊号 ,
 汤姆 , "http://kg.course/talkop-vivre-card/10年前" , 以为海贼王建造船只的罪名被捉拿 ,
 汤姆 , "http://kg.course/talkop-vivre-card/10年前" , 剩余的三条路线也完成，海上列车完全开通 ,
 汤姆 , "http://kg.course/talkop-vivre-card/10年前" , "被CP5逼迫交出设计图" ,
 汤姆 , "http://kg.course/talkop-vivre-card/24年前" , "提出海上列车构想，获10年缓刑" ,
 汤姆 , "http://kg.course/talkop-vivre-card/26年前" , 将弗兰奇收为弟子 ,
 汤姆 , "http://kg.course/talkop-vivre-card/14年前" , 海上列车开通 ,
 斯潘达姆 , "http://kg.course/talkop-vivre-card/2年前" , 发动屠魔令 ,
 斯潘达姆 , "http://kg.course/talkop-vivre-card/2年前" , 计划抹杀逃脱的路奇等人 ,
 斯潘达姆 , "http://kg.course/talkop-vivre-card/？年前" , "升职进入CP0" ,
 斯潘达姆 , "http://kg.course/talkop-vivre-card/？年前" , "就任CP5主管" ,
 斯潘达姆 , "http://kg.course/talkop-vivre-card/10年前" , 企图夺取冥王的设计图 ,
 斯潘达姆 , "http://kg.course/talkop-vivre-card/7年前" , "下令路奇等人执行潜入Water 7的任务" ,
